status_basis,project,action_mode,paper_docs_actions,code_actions,paper_docs_share,code_share,larger_category,paper_docs_to_code_ratio
ok_only,agentsight,read,11807,11538,0.4626204842880652,0.4520805579500039,paper/docs,1.0233142659039696
ok_only,agentsight,write,4751,1485,0.7211596842744383,0.22540983606557377,paper/docs,3.199326599326599
ok_only,ActPlane,read,5599,6009,0.38059955135612805,0.408469852491333,code,0.9317690131469463
ok_only,ActPlane,write,3600,713,0.6154898273209095,0.1219011796888357,paper/docs,5.049088359046284
ok_only,bpf-developer-tutorial,read,276,146,0.5564516129032258,0.29435483870967744,paper/docs,1.8904109589041096
ok_only,bpf-developer-tutorial,write,280,0,0.9893992932862191,0.0,paper/docs,
ok_only,eunomia.dev,read,725,1018,0.3376804843968328,0.47414997671169073,code,0.712180746561886
ok_only,eunomia.dev,write,631,56,0.8538565629228687,0.07577807848443843,paper/docs,11.267857142857142
ok_only,agentskill-observability-paper,read,241,0,0.9958677685950413,0.0,paper/docs,
ok_only,agentskill-observability-paper,write,196,0,1.0,0.0,paper/docs,
ok_only,academic-writing-skills,read,180,16,0.8823529411764706,0.0784313725490196,paper/docs,11.25
ok_only,academic-writing-skills,write,243,7,0.9681274900398407,0.027888446215139442,paper/docs,34.714285714285715
ok_only,ALL_POOLED,read,18828,18727,0.4346059738700891,0.43227459489404924,paper/docs,1.005393282426443
ok_only,ALL_POOLED,write,9701,2261,0.6976125413490579,0.1625916870415648,paper/docs,4.290579389650597
observed_only,agentsight,read,9,11,0.34615384615384615,0.4230769230769231,code,0.8181818181818182
observed_only,agentsight,write,2332,3226,0.39153794492948285,0.5416386836803224,code,0.7228766274023558
observed_only,ActPlane,read,6,1,0.6666666666666666,0.1111111111111111,paper/docs,6.0
observed_only,ActPlane,write,1469,2215,0.3295199641094661,0.496859578286227,code,0.6632054176072235
observed_only,bpf-developer-tutorial,read,0,0,,,tie,
observed_only,bpf-developer-tutorial,write,27,27,0.43548387096774194,0.43548387096774194,tie,1.0
observed_only,eunomia.dev,read,2,0,1.0,0.0,paper/docs,
observed_only,eunomia.dev,write,123,253,0.23699421965317918,0.48747591522157996,code,0.48616600790513836
observed_only,agentskill-observability-paper,read,0,0,,,tie,
observed_only,agentskill-observability-paper,write,0,0,,,tie,
observed_only,academic-writing-skills,read,4,0,1.0,0.0,paper/docs,
observed_only,academic-writing-skills,write,1,0,1.0,0.0,paper/docs,
observed_only,ALL_POOLED,read,21,12,0.5121951219512195,0.2926829268292683,paper/docs,1.75
observed_only,ALL_POOLED,write,3952,5721,0.35940341942524556,0.5202801018552201,code,0.6907883237196294
ok_plus_observed,agentsight,read,11816,11549,0.46250195710036013,0.4520510411773916,paper/docs,1.0231188847519266
ok_plus_observed,agentsight,write,7083,4711,0.5646524234693877,0.3755580357142857,paper/docs,1.5035024410953088
ok_plus_observed,ActPlane,read,5605,6010,0.38077445652173914,0.40828804347826086,code,0.93261231281198
ok_plus_observed,ActPlane,write,5069,2928,0.4918016881730862,0.28407878141069176,paper/docs,1.7312158469945356
ok_plus_observed,bpf-developer-tutorial,read,276,146,0.5564516129032258,0.29435483870967744,paper/docs,1.8904109589041096
ok_plus_observed,bpf-developer-tutorial,write,307,27,0.8898550724637682,0.0782608695652174,paper/docs,11.37037037037037
ok_plus_observed,eunomia.dev,read,727,1018,0.33829688227082366,0.473708701721731,code,0.7141453831041258
ok_plus_observed,eunomia.dev,write,754,309,0.5993640699523053,0.24562798092209856,paper/docs,2.440129449838188
ok_plus_observed,agentskill-observability-paper,read,241,0,0.9958677685950413,0.0,paper/docs,
ok_plus_observed,agentskill-observability-paper,write,196,0,1.0,0.0,paper/docs,
ok_plus_observed,academic-writing-skills,read,184,16,0.8846153846153846,0.07692307692307693,paper/docs,11.5
ok_plus_observed,academic-writing-skills,write,244,7,0.9682539682539683,0.027777777777777776,paper/docs,34.857142857142854
ok_plus_observed,ALL_POOLED,read,18849,18739,0.4346793349168646,0.43214261005926713,paper/docs,1.005870110464806
ok_plus_observed,ALL_POOLED,write,13653,7982,0.5482692153240704,0.3205365030921211,paper/docs,1.7104735655224255
